id,bundle_type,product_id,product_name,price,product_type,unit_in_mb,validity_in_days,type,units_minutes,units_sms,data,data_social,min,min_flex,idd,dial,owner,message_english,message_arabic,ui_product_id,ui_msg_id,offer_type,whitelist,autobonus,channel,product_status,confirmation_message_id,autobonus_autopilot
105,Jawazak,USG_1170550,Jawazak In-Flight,5.000,ROAMING,9999999.999,1.000,Addon,0.000,0.000,999999,0.000,0,0.000,0.000,,Omantel,"Don't miss out on the Jawazak bundle for just 5.25 RO! Stay connected while roaming with Data, Social, Min, Min Flexi, IDD and more! Dial *171# now. Grab it from Omantel!",استمتع بعرض Jawazak بسعر 5.25 ريال عماني لمدة يوم واحد! يشمل Data، Data Social، دقائق، دقائق مرنة، IDD، ورسائل نصية. اتصل بـ *171# الآن واستفد! صدفة,8030,764,ATL,yes,offline,SMS,active,,no
128,Monthly Data,USG_1141560,Monthly 500 MB Auto Renewal Plan,1.000,DATA,512.000,30.000,Addon,0.000,0.000,0.5,0.000,0,0.000,0.000,,Omantel,"Get hooked on the Monthly Data bundle for just 1.05 RO from Omantel! Enjoy 0.5 GB data, 30 days validity, and all the perks you need. Dial *171# now!",استمتع بعرض شهري خاص! احصل على 0.5 جيجابايت بسعر خرافي 1.05 ريال عماني فقط. اتصالات عمان - اتصل بـ *171# واستمتع!,7838,740,ATL,yes,offline,SMS,active,,no
171,Hayyak Talk,USG_1150100,Hayyak Talk 3 OR,3.000,NV,0.000,15.000,Addon,0.000,0.000,0,0.000,0,0.000,0.000,,Omantel,,استمتع بعرض مغري! باقة Hayyak Talk بسعر 3.15 ريال عماني، صالحة لمدة 15 يوماً. يشمل Data، Data Social، Min، Min Flexi، IDD، وunit_sms. اتصل على *171# للحصول. المالك: Omantel.,8028,762,ATL,yes,offline,SMS,active,,no
131,Hayyak Flex,USG_1170720,Hayyak Flex 5 OR,5.000,COMBO,1536.000,30.000,Master,300.000,0.000,1.5,0.000,0,300.000,0.000,,Omantel,"""Unleash the power of connectivity with Hayyak Flex! Get 1.5 GB data, 300 min, all for just 5.25 RO. Dial *171# now. Offer by Omantel. Don't miss out!""",احصل على باقة Hayyak Flex بسعر 5.25 ر.ع فقط! تمتع بـ 1.5 جيجابايت و 300 دقيقة مرنة. اتصل برقم *171# واستفد من هذا العرض الرائع من Omantel.,7798,703,ATL,yes,offline,SMS,active,,no
155,Hayyak Plus,USG_1170830,Hayyak Plus 12,12.000,COMBO,18432.000,28.000,Master,350.000,0.000,18,0.000,0,350.000,0.000,,Omantel,"Don't miss out on the amazing Hayyak Plus bundle for just 12 RO! Get 18GB data, 350 min Flexi, and more. Dial *171# now and enjoy the benefits. Hurry, offer by Omantel!",استفد من عرض Hayyak Plus! بسعر 12.0 ريال عماني لمدة 28 يوم، تتضمن 18 جيجابايت و 350 دقيقة وحدات SMS. اتصل عبر *171# للحصول على العرض، مع Omantel.,7895,745,ATL,yes,offline,SMS,active,,no
74,Marhaba World,USG_1120460,Marhaba World 15Minutes to SAUDI ARABIA,1.000,IDD,0.000,7.000,Addon,15.000,0.000,0,0.000,0,0.000,15.000,,Omantel,"Get ready for a global adventure with Marhaba World bundle @ 1.0 RO! Enjoy 7 days of IDD calls, 15 min of IDD, and much more. Dial *171# now and seize the offer with Omantel!",استمتع بالعرض العشوائي! احصل على باقة Marhaba World بسعر 1.0 ريال عماني لمدة 7 أيام. تتضمن 15 دقيقة دولية. اتصل عبر *171#. - Omantel,8063,775,ATL,yes,offline,SMS,active,,no
112,Hayyak Data,USG_1170750,Hayyak Data only 150 GB 25 RO bundle,25.000,DATA,153600.000,28.000,Master,0.000,0.000,150,0.000,0,0.000,0.000,,Omantel,Don't miss out on this unbeatable deal! Get Hayyak Data bundle for just 25.0 RO. Enjoy 150 GB data & stay connected longer. Dial *171# now. Grab it while you can!,استفد من عرض Hayyak Data بسعر 25.0 ريال عماني! احصل على 150 جيجابايت لمدة 28 يومًا مع Omantel. اتصل على *171# واستمتع بالعرض الآن!,7802,723,ATL,yes,offline,SMS,active,,no
121,Hayyak BTL,7873,Monthly 30GB and 450 Flexi minutes,15.000,COMBO,30720.000,28.000,Addon,450.000,0.000,30,0.000,450,0.000,0.000,*171*819#,Omantel,"Jump into the world of unlimited possibilities with Hayyak BTL bundle for just 15.0 RO! Get 30.0 GB data, 450 min, and more! Dial *171*819# now. Don't miss out!",استمتع بعرض مذهل! باقة Hayyak BTL بسعر 15.0 ر.ع لمدة 28 يومًا. تتضمن 30.0 جيجا بايت و 450 دقيقة والمزيد! اتصل ب *171*819# الآن. - Omantel,7873,2577,BTL,yes,online,SMS,active,,online
187,Combo BTL Monthly,8857,NBE_Prepaid_RO5_12GB_200MIN_28D,5.000,COMBO,12288.000,28.000,,200.000,0.000,12,0.000,200,,,*171*807#,Omantel,Enjoy a fantastic offer! Get the Prepaid RO5 12GB 200MIN bundle for only 5 OMR for 28 days. Includes 12 GB and 200 minutes. Dial *171*807# now!, استمتع بعرض رائع! احصل على باقة Prepaid RO5 12GB 200MIN بسعر 5 ريال عماني فقط لمدة 28 يوماً. تتضمن 12 جيجابايت و 200 دقيقة. اتصل بـ *171*807# الآن!,8857,2684,BTL,yes,online,SMS,active,2617,online
43,Tourist,USG_1170870,Tourist-5,5.000,COMBO,6144.000,10.000,Master,50.000,0.000,6,0.000,50 L+I,0.000,0.000,,Omantel,"Discover the ultimate travel essential! Get 6GB data, 50 min, and more for just 5.0 RO with Omantel's Tourist bundle. Dial *171# now and enjoy. ",استمتع بعرض سياحي بـ 5.0 ريال عماني فقط! 6GB، 50 دقيقة محلية ودولية، صالح لمدة 10 أيام. اتصل بـ *171# الآن. لا تفوت هذا العرض الرائع من Om,7878,742,ATL,yes,offline,SMS,active,,no
62,Hayyak Plus,USG_1170800,Hayyak Plus 5 old,5.000,COMBO,8192.000,7.000,Master,50.000,0.000,8,0.000,0,50.000,0.000,,Omantel,"Unleash the power of Hayyak Plus bundle for just 5.0 RO! Get 8 GB data, 50.0 mins, and more. Dial *171# now! Don't miss out on this amazing Omantel offer!",استفد من عرض هياك بلس بسعر 5.0 ر.ع لمدة 7 أيام! احصل على 8 جيجابايت من البيانات، 50 دقيقة مكالمات، قائمة مرنة والمزيد. اشترك الآن! #Omant,7897,710,ATL,yes,offline,SMS,inactive,,no
108,Combo BTL Monthly,7851,RO12 - 28GB and 500 Minutes,12.000,COMBO,28672.000,28.000,Addon,500.000,0.000,28,0.000,500,0.000,0.000,,Omantel,"Hurry! Unlock the power of 28GB data, 500 mins, and more with Omantel's Combo BTL Monthly for only 12 RO! Dial *171# now. Offer by Omantel.",استمتع بعرض مميز! باقة Combo BTL Monthly بسعر 12.0 RO لمدة 28 يومًا. تتضمن 28.0 GB و 500 دقيقة وحدة SMS. اتصل عبر الرمز *171#. احصل عليها الآن من Omantel.,7851,2561,BTL,yes,online,SMS,inactive,,online
154,Hayyak Plus,USG_1171010,Hayyak Plus 10 old,10.000,COMBO,12288.000,28.000,Master,250.000,0.000,12,0.000,0,250.000,0.000,,Omantel,"Unleash the power of connectivity with Hayyak Plus bundle from Omantel! Get 12GB data, 250 mins, all for just 10.0 RO. Dial *171# now!",لا تفوت فرصة الحصول على باقة Hayyak Plus من Omantel بسعر 10.0 ر.ع فقط! 12 جيجابايت و 250 دقيقة و28 يوم. اتصل على *171# الآن.,7827,700,ATL,yes,offline,SMS,inactive,,no
48,Data BTL Weekly,7865,20 GB Weekly for only RO 8,8.000,DATA,20480.000,7.000,Addon,0.000,0.000,20,0.000,0,0.000,0.000,*171*830#,Omantel,Don't miss out on this amazing deal! Get 20 GB of data with Omantel's Data BTL Weekly bundle for only 8.0 RO. Dial *171*830# now and stay connected! #Omantel,استفد الآن من عرض عبقري! باقة Data BTL Weekly بسعر 8.0 ريال عماني تمنحك 20.0GB لمدة 7 أيام. اتصل بـ *171*830# واحصل عليها مع Omantel.,7865,2573,BTL,yes,online,SMS,active,,online
125,UAE IDD,USG_1120920,UAE Etisalat 1 Day Pack,1.000,IDD,9999999.999,1.000,Addon,0.000,0.000,999999,0.000,0,0.000,0.000,,Omantel,Surprise yourself with unbeatable offer! Enjoy UAE IDD bundle for just 1.05 RO with 1.0 days validity. Dial *171# now! Only with Omantel.,لا تضيع الفرصة! احصل على باقة UAE IDD بسعر رائع 1.05 ريال عماني فقط لمدة يوم واحد. اتصل بأحبائك في الإمارات. اطلب العرض الآن. *171# - Omantel,8051,790,ATL,yes,offline,SMS,active,,no
164,Jawazak,USG_1170910,Jawazak World 7Days - 2 GB - 15 OMR,15.000,ROAMING,2048.000,7.000,Addon,15.000,0.000,2,0.000,15,0.000,0.000,,Omantel,"""Seize the moment with Jawazak bundle at just 15.75 RO, enjoy 7 days of roaming benefits including Data, Social, Min Flexi, IDD. Dial *171# now! Don't miss out! #Omantel""",استمتع بالعروض العشوائية! احصل على باقة Jawazak بسعر 15.75 ريال عماني لمدة 7 أيام. تشمل بيانات، تواصل اجتماعي، دقائق، والمزيد. اطلب الآن بد,7886,733,ATL,yes,offline,SMS,active,,no
42,Monthly Data,USG_1140430,Monthly 2GB Auto Renewal Plan,5.000,DATA,2048.000,30.000,Addon,0.000,0.000,2,0.000,0,0.000,0.000,,Omantel,"""Unlock the power of data with our Monthly Data bundle for only 5.355 RO! Get 2 GB of Data, valid for 30 days. Dial *171# now. Don't miss out! - Omantel""",استمتع بعرض شهري مذهل! 2 جيجابايت بسعر 5.355 ريال عماني فقط. صالح لمدة 30 يومًا. اتصل الآن عبر *171#. لا تفوت هذه الفرصة المذهلة مع Omantel.,8047,752,ATL,yes,offline,SMS,active,,no
55,Hayyak Plus,USG_1171030,Hayyak Plus 20,20.000,COMBO,34816.000,28.000,Master,650.000,0.000,34,0.000,0,650.000,0.000,,Omantel,"Unleash the power of connectivity with Hayyak Plus bundle for 20.0 RO! Get 34 GB Data, 650.0 min Flexi, and more. Dial *171# now and embrace seamless communication with Omantel.",احصل على باقة Hayyak Plus من Omantel الآن بسعر رائع 20.0 ريال لمدة 28 يومًا! 34 جيجابايت، 650 دقيقة والمزيد! # *171# استفد اليوم!,7829,702,ATL,yes,offline,SMS,inactive,,no
60,Hayyak Plus,USG_1171020,Hayyak Plus 15,15.000,COMBO,22528.000,28.000,Master,450.000,0.000,22,0.000,0,450.000,0.000,,Omantel,"Unleash your data potential with Hayyak Plus from Omantel! Get 22GB data, 450 min Flexi, at just 15.0 RO. Dial *171# now and enjoy the benefits!",استفد الآن من باقة Hayyak Plus بسعر 15.0 ريال عماني لمدة 28 يوماً! تتضمن 22 GB و 450 دقيقة وحرية اختيار بمزايا مذهلة! اتصل بـ Omantel الآن!,7828,701,ATL,yes,offline,SMS,inactive,,no
83,Hayyak Voice,USG_1110190,Hayyak Plus Unlimited National Voice 2 RO Weekly,2.000,NV,0.000,7.000,Addon,999999.000,0.000,0,0.000,999999,0.000,0.000,,Omantel,,,,,,yes,online,SMS,active,,
65,Hayyak Plus,USG_1170470,Hayyak Plus 3 RO Weekly,3.000,COMBO,2048.000,7.000,Master,50.000,0.000,2,0.000,50,0.000,0.000,,Omantel,"Get the Hayyak Plus bundle for just 3.15 RO! Enjoy 2 GB data, 50 min, 7 days validity. Dial *171# now. Don't miss out on this amazing offer by Omantel!",استمتع بعرض مذهل! احصل على باقة Hayyak Plus من Omantel بسعر 3.15 ريال عماني فقط. تضم 2 غيغابايت و 50 دقيقة وصول دولي. اتصل بـ *171# الآن!,8048,753,ATL,yes,offline,SMS,active,,no
93,IDD,USG_1170560,IDD India 200 Min 200 MB 30 Days 2 RO pack,2.000,IDD,204.800,30.000,Addon,200.000,0.000,0.2,0.000,0,0.000,200.000,,Omantel,Get connected globally with Omantel's IDD bundle for only 2.1 RO. Enjoy 200 min of IDD calls for 30 days. Simply dial *171# to activate now!,استمتع بعرض رائع! حزمة IDD بسعر 2.1 ريال عماني لمدة 30 يوم، 200 دقيقة للمكالمات الدولية. اتصل الآن بـ *171# واحصل عليها من Omantel.,8072,787,ATL,yes,offline,SMS,active,,no
119,MBB Data,USG_1140830,MBB 100 MB Daily - 200 Bz,0.200,DATA,102.400,1.000,Addon,0.000,0.000,0.1,0.000,0,0.000,0.000,,Omantel,Get on the data bandwagon with Omantel's MBB Data bundle! Enjoy 0.1 GB for 1.0 days at just 0.21 RO. Dial *171# now and stay connected with Omantel.,استفد من عرض عشوائي مذهل! احصل على باقة MBB Data بسعر مذهل 0.21 ر.ع لمدة يوم واحد فقط مع 0.1 جيجابايت من البيانات! اتصل بـ*171# الآن. Omantel,7831,712,ATL,yes,offline,SMS,active,,no
73,Jawazak,USG_1170920,Jawazak World 30Days - 4 GB - 24 OMR,24.000,ROAMING,4096.000,30.000,Addon,30.000,0.000,4,0.000,30,0.000,0.000,,Omantel,"Don't miss out on the amazing Jawazak bundle for only 25.2 RO! Stay connected while abroad with Data, Data Social, Min, Min Flexi, IDD. Dial *171# now! #RoamingOffer",احصل على باقة Jawazak بسعر مذهل 25.2 ريال عماني لمدة 30 يومًا! تتضمن بيانات واجتماعي ودقائق محلية ومرنة ومكالمات دولية. اطلب الآن عبر *171# م,7889,731,ATL,yes,offline,SMS,active,,no
160,Data BTL Weekly,7862,18 GB Weekly for only RO 7,7.000,DATA,18432.000,7.000,Addon,0.000,0.000,18,0.000,0,0.000,0.000,*171*812#,Omantel,Dial *171*812# now! Get 18GB data for just 7.0 RO with Omantel's Data BTL Weekly offer. Stay connected and save big. Don't miss out!  #Omantel,احصل على باقة Data BTL Weekly بسعر 7.0 ريال عماني فقط! مع 18.0 GB لمدة 7 أيام من Omantel. اتصل على *171*812# واستفد من العرض الآن!,7862,2571,BTL,yes,online,SMS,active,,online
57,MBB Data,USG_1140080,MBB 50MB Daily,0.200,DATA,51.200,1.000,Addon,0.000,0.000,0.05,0.000,0,0.000,0.000,,Omantel,Wow! Don't miss out on this incredible deal from Omantel! Get 0.05 GB Data for just 0.21 RO with MBB Data bundle. Dial *171# to activate now!,احصل على باقة MBB Data بسعر جذاب 0.21 ريال عماني فقط! استمتع بـ 0.05 جيجابايت لمدة يوم واحد. اتصل بنا عبر *171#. لا تفوت العرض! - Omantel,8046,751,ATL,yes,offline,SMS,active,,no
163,Jawazak,USG_1170390,Jawazak GCC 7 days - 10 OR,10.000,ROAMING,4096.000,7.000,Addon,30.000,0.000,4,0.000,30,0.000,0.000,,Omantel,"Don't miss out on an exciting deal! Get the Jawazak bundle for just 10.5 RO. Enjoy ROAMING services with Data, Social, Min, Min Flexi, IDD, and more. Dial *171#. Grab it now!",احصل على باقة Jawazak بسعر منخفض 10.5 ريال عُماني لمدة 7 أيام من Omantel! تشمل بيانات، داتا سوشال، والمزيد. اتصل بـ *171# الآن!,7808,730,ATL,yes,offline,SMS,active,,no
170,National Voice,USG_1121450,Monthly 50 National Minutes plan- 28 days,1.000,NV,0.000,28.000,Addon,50.000,0.000,0,0.000,50,0.000,0.000,,Omantel,Don't miss out on this amazing deal from Omantel! Get 50 mins talk time for just 1 RO. Stay connected with National Voice bundle. Dial *171# now!,احصل على باقة الصوت الوطنية من Omantel بسعر 1.0 ريال عماني لمدة 28 يومًا! اتصالات ورسائل غير محدودة مع 50 دقيقة شهريًا. اتصل عبر *171# الآن!,7822,720,ATL,yes,offline,SMS,active,,no
58,UAE IDD,USG_1121400,UAE - Unlimited - Weekly Pack,3.050,IDD,0.000,7.000,Addon,999999.000,0.000,0,0.000,0,0.000,99999.000,,Omantel,Unleash unlimited possibilities with Omantel's UAE IDD bundle for just 3.15 RO! Enjoy 7 days of limitless talks. Dial *171# now! Don't miss out!,استمتع بعرض مذهل! حزمة UAE IDD بسعر 3.15 RO فقط، صالحة لمدة 7 أيام. دقايق IDD غير محدودة، اتصل بالرمز السريع *171# الآن واستفد من عروض Omantel.,8054,794,ATL,yes,offline,SMS,active,,no
85,Hayyak Plus,USG_1170820,Hayyak Plus 9,9.000,COMBO,8192.000,28.000,Master,250.000,0.000,8,2.000,0,250.000,0.000,,Omantel,"Unleash your browsing power with Hayyak Plus bundle for only 9.0 RO! Get 8 GB data, 2 GB social data, 250 min, and more! Dial *171# now. Don't miss out!",استمتع بعرض مميز! حزمة Hayyak Plus بسعر 9.0 ريال عماني لمدة 28 يومًا. 8 جيجابايت بيانات، 2 جيجابايت للتواصل الاجتماعي و 250 دقيقة داخل,7899,708,ATL,yes,offline,SMS,active,,no
140,Hayyak Plus,USG_1170590,New Hayyak Monthly 3 RO,3.000,COMBO,4608.000,30.000,Master,100015.000,0.000,4.5,0.000,100015,0.000,0.000,,Omantel,"""Unleash the power of connectivity with Hayyak Plus bundle for just 3 RO! Enjoy 4.5 GB data, 100015 min, and more. Dial *171# now! Embrace the randomness. #Omantel""",احصل على باقة Hayyak Plus بسعر 3 ريال لمدة 30 يومًا! 4.5 جيجابايت بيانات، 100015 دقيقة، استمتع بالعرض الآن! اتصل على *171# لـ Omantel.,7957,1347,ATL,yes,offline,SMS,active,,no
192,Combo BTL Monthly,8862,NBE_Prepaid_RO16_40GB_1500MIN_28D,16.000,COMBO,40960.000,28.000,,1500.000,0.000,40,0.000,1500,,,*171*802#,Omantel,"Grab a fantastic Combo Offer now.Get 40 GB of data and 1500 minutes, valid for 28 days, all for only 16.000 Omani Rials (OMR).Dial *171*802# now and enjoy the best promotions!",استفد الآن من باقة Combo الرائعة!احصل على 40 جيجابايت و 1500 دقيقة صالحة لمدة 28 يوماً، كل هذا بسعر 16.000 ريال عماني فقط.اتصل الآن بـ *171*802# واستمتع بأقوى العروض!2.,8862,2679,BTL,yes,online,SMS,active,2623,online
52,MBB Data,USG_1140510,MBB 50MB Monthly Auto Renewal Plan,0.500,DATA,51.200,30.000,Addon,0.000,0.000,0.05,0.000,0,0.000,0.000,,Omantel,"""Get your data fix with Omantel's MBB Data bundle at just 0.63 RO! Enjoy 0.05 GB for 30 days. Dial *171# and stay connected with Omantel today!""",احصل على باقة MBB Data بسعر مذهل 0.63 ريال لمدة 30 يوما. تمتع ب 0.05 جيجابايت من البيانات. اتصل بـ *171# واستفد من العرض الآن مع Omantel.,7807,735,ATL,yes,offline,SMS,active,,no
68,National Voice,USG_1121460,Monthly 150 National Minutes plan- 28 days,2.000,NV,0.000,28.000,Addon,150.000,0.000,0,0.000,150,0.000,0.000,,Omantel,Don't miss out on this amazing deal! Get 150 min for just 2.0 RO with Omantel's National Voice bundle. Dial *171# now and stay connected for 28 days!,استمتع بعرض حصري! باقة صوتية وطنية من Omantel بسعر 2.0 ر.ع، تشمل 150 دقيقة وصلاحية 28 يوم. اتصل الآن من خلال *171# واحصل على هذا العرض!,7823,717,ATL,yes,offline,SMS,active,,no
75,SMS Pack,USG_1130010,100 SMS Pack,0.750,SMS,0.000,30.000,Addon,0.000,100.000,0,0.000,0,0.000,0.000,,Omantel,Get your thumbs ready for non-stop texting with our SMS Pack at just 0.7875 RO! Enjoy 100 unit_sms for 30 days. Dial *171# now! Don't miss out on this offer by Omantel.,لا تضيع الفرصة! احصل على باقة الرسائل القصيرة مع أومانتل بسعر مذهل 0.7875 ر.ع لمدة 30 يوماً. اتصل بـ *171# واستمتع بالعرض. #عروض #عمانتل,7894,715,ATL,yes,offline,SMS,active,,no
97,Data BTL Weekly,7858,12 GB Weekly for only RO 5,5.000,DATA,12288.000,7.000,Addon,0.000,0.000,12,0.000,0,0.000,0.000,*171*826#,Omantel,"""Get your data fix with our amazing Data BTL Weekly bundle for only 5.0 RO! Enjoy 12.0 GB of data for 7 days. Dial *171*826# now - don't miss out!   #Omantel""",احصل على باقة Data BTL Weekly بسعر 5.0 ريال عماني فقط! 12.0 جيجابايت لمدة 7 أيام من Omantel. اتصل بـ *171*826# الآن واستفد!,7858,2568,BTL,yes,online,SMS,active,,online
142,UAE IDD,USG_1120940,UAE Etisalat 30 Days Pack,5.000,IDD,0.000,30.000,Addon,500.000,0.000,0,0.000,0,0.000,500.000,,Omantel,Don't miss out on this incredible offer! Get 500 mins of UAE IDD calls for just 5.25 RO with a 30-day validity. Dial *171# now. Offer by Omantel.,استمتع بعرض مذهل! حزمة UAE IDD بسعر 5.25 ريال عُماني لمدة 30 يوم. تتضمن 500 دقيقة للاتصال الدولي. لا تفوت هذه الفرصة، اتصل الآن باستخدام *171# من,7891,744,ATL,yes,offline,SMS,active,,no
153,Hayyak,USG_1140950,Hayyak 2 GB 2 RO 2 Days,2.000,DATA,2048.000,2.000,Addon,0.000,0.000,2,0.000,0,0.000,0.000,,Omantel,"Unlock the power of data with Hayyak bundle at just 2.1 RO for 2 days! Enjoy 2 GB Data, Social, Min, Flexi, IDD, unit_sms. Dial *171#. Don't miss out! Omantel.",احصل على باقة Hayyak بسعر 2.1 ريال عماني فقط! 2 جيجابايت لمدة 2 يوم. استمتع بالانترنت مع Omantel. اتصل الآن على *171# واستفد من العرض!,8044,696,ATL,yes,offline,SMS,active,,no
165,Data BTL Monthly,7843,RO1 - 10GB Data,1.000,DATA,10240.000,28.000,Addon,0.000,0.000,10,0.000,0,0.000,0.000,*171*811#,Omantel,"""Unleash the power of 10GB Data with Omantel's Data BTL Monthly bundle at just 1.0 RO. Stay connected for 28 days. Dial *171*811# and don't miss out!""",استفد من عرض عشوائي رائع! باقة Data BTL شهرية بسعر 1.0 ريال فقط لمدة 28 يوماً، تمتع ب 10.0 جيجابايت. اتصل *171*811# الآن واستفد من عروض Omantel.,7843,2554,BTL,yes,online,SMS,active,,online
193,Combo BTL Monthly,8863,NBE_Prepaid_RO24_80GB_2000MIN_28D,24.000,COMBO,81920.000,28.000,,2000.000,0.000,80,0.000,2000,,,*171*801#,Omantel,Grab this amazing deal! Get the Prepaid RO24 Combo Bundle from Omantel for only 24.000 Omani Rials (OMR) for 28 days. Enjoy a massive 80 GB of data and 2000 minutes. Dial *171*801# now!,"استفد الآن من هذا العرض المذهل! احصل على باقة كومبو مسبقة الدفع RO24 من Omantel بسعر 24.000 ريال عماني فقط لمدة 28 يوماً. استمتع بـ 80 جيجابايت من البيانات و 2000 دقيقة. اتصل بـ *171*801# الآن!
",8863,2678,BTL,yes,online,SMS,active,2624,online
56,Hayyak Voice,USG_1121090,Hayyak Voice Add-ons - 100 Min Pakistan,2.000,IDD,0.000,30.000,Addon,100.000,0.000,0,0.000,0,0.000,100.000,,Omantel,"Unleash the power of connectivity with Hayyak Voice bundle for just 2.1 RO! Enjoy 30 days validity, 100 IDD min, and more. Dial *171# now! Don't miss out!",ادردش بلا حدود مع باقة Hayyak Voice من Omantel! بسعر 2.1 ريال لمدة 30 يومًا. احصل على 100 دقيقة للمكالمات الدولية. اتصل الآن باستخدام *171#,7814,695,ATL,yes,offline,SMS,active,,no
102,Hayyak Plus,USG_1171000,Hayyak Plus 7,7.000,COMBO,7168.000,28.000,Master,150.000,0.000,7,0.000,0,150.000,0.000,,Omantel,"Get the Hayyak Plus bundle for just 7.0 RO! Enjoy 7 GB data, 150 min Flexi, and more. Dial *171# now! Don't miss out on this amazing offer from Omantel.",احصل على باقة Hayyak Plus الآن بسعر مذهل 7.0 ريال عماني لمدة 28 يومًا! تضم 7 جيجابايت و 150 دقيقة مرنة. اتصل بـ *171# واستمتع بالعروض. Omantel.,7826,711,ATL,yes,offline,SMS,inactive,,no
122,MBB Data,USG_1140840,MBB 2 GB Weekly - 3 RO,3.000,DATA,2048.000,7.000,Addon,0.000,0.000,2,0.000,0,0.000,0.000,,Omantel,"""Get your groove on with 2GB MBB Data for just 3.15 RO! Stay connected with Omantel for 7 days. Dial *171# now! Don't miss out on this amazing offer!""",استفد الآن من عرض MBB Data بسعر 3.15 ريال عُماني فقط، واحصل على 2 جيجابايت لمدة 7 أيام! اتصل بـ *171# الآن مع Omantel.,7832,713,ATL,yes,offline,SMS,active,,no
49,Marhaba World,USG_1120500,Marhaba World 17Minutes to EGYPT,1.000,IDD,0.000,7.000,Addon,17.000,0.000,0,0.000,0,0.000,17.000,,Omantel,"Don't miss out on the Marhaba World bundle at just 1.0 RO! Enjoy 7 days of connectivity with 17.0 min IDD, dial *171# now! Grab this deal from Omantel.",استمتع بباقة Marhaba World من Omantel بسعر 1.0 ريال لمدة 7 أيام! تتضمن 17 دقيقة للمكالمات الدولية والمزيد. اتصل الآن باستخدام *171# واحصل عليها.,8065,777,ATL,yes,offline,SMS,active,,no
169,MBB Data,USG_1140420,Weekly 1GB Auto Renewal Plan,3.000,DATA,1024.000,7.000,Addon,0.000,0.000,1,0.000,0,0.000,0.000,,Omantel,Unlock incredible fast internet speeds with Omantel's MBB Data bundle for only 3.15 RO! Enjoy 1GB of data for 7 days. Dial *171# now! Don't miss out!,احصل على باقة MBB Data بسعر مذهل 3.15 ر.ع فقط! 1GB لمدة 7 أيام من Omantel. اتصل بـ *171# واستمتع بالعرض قبل انتهاء الفرصة.,8050,789,ATL,yes,offline,SMS,active,,no
98,Data BTL Weekly,7854,5GB Weekly for only RO 2,2.000,DATA,5120.000,7.000,Addon,0.000,0.000,5,0.000,0,0.000,0.000,*171*825#,Omantel,"""Get in on the action with our Data BTL Weekly bundle for just 2.0 RO! Enjoy 5.0 GB for 7 days. Dial *171*825# now and join the Omantel family. Don't miss out!""",استفد من عرضنا العشوائي: باقة Data BTL Weekly بسعر 2.0 ريال عماني لمدة 7 أيام، تتضمن 5.0 جيجابايت من البيانات. اتصل بـ*171*825# الآن! العرض من Omantel.,7854,2564,BTL,yes,online,SMS,active,,online
106,Marhaba World,USG_1120420,Marhaba World 14Minutes to SRI LANKA,1.000,IDD,0.000,7.000,Addon,14.000,0.000,0,0.000,0,0.000,14.000,,Omantel,"Embark on a global adventure with Marhaba World bundle at just 1.0 RO. Enjoy 7 days validity, 14.0 IDD min, and more! Dial *171# now and join Omantel.",احصل على باقة Marhaba World بسعر مذهل 1.0 ريال عماني لمدة 7 أيام! تتضمن 14 دقيقة للاتصال الدولي والمزيد. اتصل بـ *171# الآن واستفد. Omantel.,8035,769,ATL,yes,offline,SMS,active,,no
166,Hayyak Voice,USG_1121070,Hayyak Voice Add-ons - 300 Min Bangladesh,2.000,IDD,0.000,30.000,Addon,300.000,0.000,0,0.000,0,0.000,300.000,,Omantel,Grab the deal of a lifetime with Hayyak Voice bundle for just 2.1 RO! Enjoy 300 IDD minutes and stay connected with Omantel. Dial *171# now!,احصل على باقة Hayyak Voice بسعر ولا أروع، فقط ب 2.1 ريال عماني لمدة 30 يومًا! تتضمن 300 دقيقة IDD. اتصل ب *171# الآن واستفد! شركة Omantel.,7892,697,ATL,yes,offline,SMS,active,,no
176,Hayyak Plus,USG_1171440,Hayyak Plus 3,3.000,COMBO,1536.000,7.000,Master,35.000,0.000,1.5,,35,0.000,0.000,*666*3#,omantel,"BIG Value Alert! Grab the Hayyak Plus 3 pack: 1.5 GB Data and 35 National Minutes for 7 days, only 3 RO. Subscribe instantly with *666*3#!",تنبيه قيمة ضخمة! احصل على باقة حياك بلس 3 تتضمن 1.5 جيجابايت إنترنت و 35 دقيقة محلية لمدة 7 أيام، وكل ذلك مقابل 3 ر.ع. فقط! اشترك الآن فوراً عبر طلب الرمز *666*3#!,8881,2593,ATL,yes,offline,SMS,active,,no
107,Data Loan,USG_1140760,Data Loan - 1GB - 1 Day,1.000,DATA,1024.000,1.000,Addon,0.000,0.000,1,0.000,0,0.000,0.000,,Omantel,Get your Data Loan bundle for just 1.05 RO with 1 GB data from Omantel! Stay connected with *171# and enjoy browsing without limits. Grab it now!,استفد من عرض اليوم! احصل على باقة Data Loan بـ 1 جيجابايت مع Omantel بسعر 1.05 ريال عماني فقط! اتصل على *171# الآن.,8020,754,ATL,yes,offline,SMS,active,,no
