product_id,product_name,price,month,number_of_purchases,unique_customers,total_revenue,arpu
USG_1140830,MBB 100 MB Daily - 200 Bz,0.2,2026-08,20731,6640,4133.2499,0.62247739
USG_1140840,MBB 2 GB Weekly - 3 RO,3,2026-03,1128,894,3375.8887,3.77616186
USG_1140840,MBB 2 GB Weekly - 3 RO,3,2026-04,1006,775,3006.15,3.87890323
USG_1140840,MBB 2 GB Weekly - 3 RO,3,2026-05,1029,768,3073.4424,4.00187813
USG_1140840,MBB 2 GB Weekly - 3 RO,3,2026-06,774,609,2310.4898,3.79390772
USG_1140840,MBB 2 GB Weekly - 3 RO,3,2026-07,570,448,1698.6929,3.79172522
USG_1140840,MBB 2 GB Weekly - 3 RO,3,2026-08,454,380,1345.3951,3.54051342
USG_1140930,Hayyak 250 MB 0.500 Bz Daily,0.5,2026-03,1442,536,721.85,1.34673507
USG_1140930,Hayyak 250 MB 0.500 Bz Daily,0.5,2026-04,1394,522,697,1.33524904
USG_1140930,Hayyak 250 MB 0.500 Bz Daily,0.5,2026-05,1523,537,761.5,1.41806331
USG_1140930,Hayyak 250 MB 0.500 Bz Daily,0.5,2026-06,1229,509,614,1.20628684
USG_1140930,Hayyak 250 MB 0.500 Bz Daily,0.5,2026-07,1248,496,624,1.25806452
USG_1140930,Hayyak 250 MB 0.500 Bz Daily,0.5,2026-08,1122,447,560.5,1.25391499
USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,2026-03,133,71,262.6538,3.6993493
USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,2026-04,133,76,260.8316,3.43199474
USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,2026-05,139,95,272.1613,2.86485579
USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,2026-06,151,85,300,3.52941176
USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,2026-07,179,126,350.7441,2.78368333
USG_1140950,Hayyak 2 GB 2 RO 2 Days,2,2026-08,153,110,300.0273,2.72752091
USG_1140960,Hayyak 3 GB 7 RO Monthly,7,2026-03,8,8,56,7
USG_1140960,Hayyak 3 GB 7 RO Monthly,7,2026-04,9,7,63,9
USG_1140960,Hayyak 3 GB 7 RO Monthly,7,2026-05,4,4,28,7
USG_1140960,Hayyak 3 GB 7 RO Monthly,7,2026-06,6,6,42,7
USG_1140960,Hayyak 3 GB 7 RO Monthly,7,2026-07,5,5,35,7
USG_1140960,Hayyak 3 GB 7 RO Monthly,7,2026-08,2,2,14,7
USG_1141130,Hayyak Plus MBB 5GB,5,2026-03,1429,1200,7150.1228,5.95843567
USG_1141130,Hayyak Plus MBB 5GB,5,2026-04,2689,2188,13428.5997,6.1373856
USG_1141130,Hayyak Plus MBB 5GB,5,2026-05,2853,2358,14247.2739,6.04210089
USG_1141130,Hayyak Plus MBB 5GB,5,2026-06,2317,2004,11573.0563,5.77497819
USG_1141130,Hayyak Plus MBB 5GB,5,2026-07,1347,1146,6724.7993,5.86806222
USG_1141130,Hayyak Plus MBB 5GB,5,2026-08,1147,1036,5723.9538,5.52505193
USG_1141430,Tourist Pack 1GB 1 Day,15,2026-03,10,10,85.7142,8.57142
USG_1141430,Tourist Pack 1GB 1 Day,15,2026-04,16,13,99.9999,7.6923
USG_1141430,Tourist Pack 1GB 1 Day,15,2026-05,11,11,85.7142,7.7922
USG_1141430,Tourist Pack 1GB 1 Day,15,2026-06,3,3,14.2857,4.7619
USG_1141430,Tourist Pack 1GB 1 Day,15,2026-07,12,12,57.1428,4.7619
USG_1141430,Tourist Pack 1GB 1 Day,15,2026-08,5,5,14.2857,2.85714
USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4,2026-03,0,0,0,0
USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4,2026-04,0,0,0,0
USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4,2026-05,0,0,0,0
USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4,2026-06,0,0,0,0
USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4,2026-07,0,0,0,0
USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4,2026-08,0,0,0,0
USG_1141560,Monthly 500 MB Auto Renewal Plan,1,2026-03,1298,929,1294.6751,1.39362228
USG_1141560,Monthly 500 MB Auto Renewal Plan,1,2026-04,1262,874,1261.029,1.44282494
USG_1141560,Monthly 500 MB Auto Renewal Plan,1,2026-05,1292,876,1290,1.47260274
USG_1141560,Monthly 500 MB Auto Renewal Plan,1,2026-06,1174,842,1174,1.39429929
USG_1141560,Monthly 500 MB Auto Renewal Plan,1,2026-07,1286,862,1285.865,1.49172274
USG_1141560,Monthly 500 MB Auto Renewal Plan,1,2026-08,1082,787,1082,1.37484117
USG_1141600,MBB 2GB Daily,1.5,2026-03,31903,12632,45043.8722,3.56585435
USG_1141600,MBB 2GB Daily,1.5,2026-04,33977,14151,48261.4927,3.41046518
USG_1141600,MBB 2GB Daily,1.5,2026-05,34921,14870,49412.5065,3.32296614
USG_1141600,MBB 2GB Daily,1.5,2026-06,33470,14579,47291.4872,3.24380871
USG_1141600,MBB 2GB Daily,1.5,2026-07,36867,15862,51941.2732,3.27457277
USG_1141600,MBB 2GB Daily,1.5,2026-08,30542,14102,43004.6036,3.04953933
USG_1141650,Jawazak UAE  -Unlimited Daily,2,2026-03,94,61,188.1,3.08360656
USG_1141650,Jawazak UAE  -Unlimited Daily,2,2026-04,155,109,310,2.8440367
USG_1141650,Jawazak UAE  -Unlimited Daily,2,2026-05,189,124,378,3.0483871
USG_1141650,Jawazak UAE  -Unlimited Daily,2,2026-06,178,117,356,3.04273504
USG_1141650,Jawazak UAE  -Unlimited Daily,2,2026-07,195,115,390,3.39130435
USG_1141650,Jawazak UAE  -Unlimited Daily,2,2026-08,163,112,326,2.91071429
USG_1141660,Jawazak UAE - Unlimited Weekly,5.001,2026-03,8,7,40,5.71428571
USG_1141660,Jawazak UAE - Unlimited Weekly,5.001,2026-04,9,9,45,5
USG_1141660,Jawazak UAE - Unlimited Weekly,5.001,2026-05,15,14,75,5.35714286
USG_1141660,Jawazak UAE - Unlimited Weekly,5.001,2026-06,13,10,65,6.5
USG_1141660,Jawazak UAE - Unlimited Weekly,5.001,2026-07,18,18,90,5
USG_1141660,Jawazak UAE - Unlimited Weekly,5.001,2026-08,15,14,75,5.35714286
USG_1141670,Unlimited Data ? 3 Hours ? 1 OR,1,2026-03,969,823,922.8756,1.12135553
USG_1141670,Unlimited Data ? 3 Hours ? 1 OR,1,2026-04,150,146,142.86,0.97849315
USG_1141670,Unlimited Data ? 3 Hours ? 1 OR,1,2026-05,0,0,0,0
USG_1141670,Unlimited Data ? 3 Hours ? 1 OR,1,2026-06,4,4,3.8096,0.9524
USG_1141670,Unlimited Data ? 3 Hours ? 1 OR,1,2026-07,0,0,0,0
USG_1141670,Unlimited Data ? 3 Hours ? 1 OR,1,2026-08,0,0,0,0
USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2,2026-03,12652,8209,23979.9572,2.92117885
USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2,2026-04,9255,5856,17528.7462,2.99329682
USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2,2026-05,9600,6137,18100.3698,2.94938403
USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2,2026-06,9880,6508,18640.6086,2.86426069
USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2,2026-07,10588,6830,19967.7029,2.92352898
USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2,2026-08,8842,6211,16696.6248,2.68823455
USG_1141690,Unlimited Data ? 24 Hours ? 3 OR,3,2026-03,371,349,1059.9841,3.03720372
USG_1141690,Unlimited Data ? 24 Hours ? 3 OR,3,2026-04,60,59,171.426,2.90552542
USG_1141690,Unlimited Data ? 24 Hours ? 3 OR,3,2026-05,0,0,0,0
USG_1141690,Unlimited Data ? 24 Hours ? 3 OR,3,2026-06,0,0,0,0
USG_1141690,Unlimited Data ? 24 Hours ? 3 OR,3,2026-07,0,0,0,0
USG_1141690,Unlimited Data ? 24 Hours ? 3 OR,3,2026-08,0,0,0,0
USG_1150100,Hayyak Talk 3 OR,3,2026-03,1758,916,5282.85,5.76730349
USG_1150100,Hayyak Talk 3 OR,3,2026-04,1654,868,4962.15,5.71676267
USG_1150100,Hayyak Talk 3 OR,3,2026-05,1724,854,5172.15,6.05638173
USG_1150100,Hayyak Talk 3 OR,3,2026-06,1543,801,4629.15,5.77921348
USG_1150100,Hayyak Talk 3 OR,3,2026-07,1535,787,4605,5.85133418
USG_1150100,Hayyak Talk 3 OR,3,2026-08,1421,884,4263,4.82239819
USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3,2026-03,32,8,48,6
USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3,2026-04,32,12,48,4
USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3,2026-05,42,16,63,3.9375
USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3,2026-06,40,12,60,5
USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3,2026-07,42,12,69,5.75
USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3,2026-08,28,8,42,5.25
USG_1150250,Hayyak Extra - 20% Extra Topup - 20 days,5,2026-03,8,4,20,5
USG_1150250,Hayyak Extra - 20% Extra Topup - 20 days,5,2026-04,4,2,10,5
USG_1150250,Hayyak Extra - 20% Extra Topup - 20 days,5,2026-05,6,3,15,5
USG_1150250,Hayyak Extra - 20% Extra Topup - 20 days,5,2026-06,2,1,5,5
USG_1150250,Hayyak Extra - 20% Extra Topup - 20 days,5,2026-07,5,3,15,5
USG_1150250,Hayyak Extra - 20% Extra Topup - 20 days,5,2026-08,0,0,0,0
USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10,2026-03,0,0,0,0
USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10,2026-04,0,0,0,0
USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10,2026-05,0,0,0,0
USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10,2026-06,2,1,10,10
USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10,2026-07,0,0,0,0
USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10,2026-08,2,1,10,10
USG_1170040,MBB Day-night promotion - 5 days,1,2026-03,9090,4329,9090,2.0997921
USG_1170040,MBB Day-night promotion - 5 days,1,2026-04,9674,4321,9674,2.2388336
USG_1170040,MBB Day-night promotion - 5 days,1,2026-05,9008,4130,9008,2.1811138
USG_1170040,MBB Day-night promotion - 5 days,1,2026-06,8256,4038,8256,2.04457652
USG_1170040,MBB Day-night promotion - 5 days,1,2026-07,8907,3971,8907,2.24301184
USG_1170040,MBB Day-night promotion - 5 days,1,2026-08,6820,3449,6820,1.97738475
USG_1170070,MBB Day night promotion - 10 days,3,2026-03,180,119,540,4.53781513
USG_1170070,MBB Day night promotion - 10 days,3,2026-04,185,118,555,4.70338983
USG_1170070,MBB Day night promotion - 10 days,3,2026-05,161,110,483,4.39090909
USG_1170070,MBB Day night promotion - 10 days,3,2026-06,129,94,387,4.11702128
USG_1170070,MBB Day night promotion - 10 days,3,2026-07,122,89,366,4.11235955
USG_1170070,MBB Day night promotion - 10 days,3,2026-08,99,75,297,3.96
USG_1170080,MBB Day night promotion - 15 days,5,2026-03,127,84,635,7.55952381
USG_1170080,MBB Day night promotion - 15 days,5,2026-04,136,91,680,7.47252747
USG_1170080,MBB Day night promotion - 15 days,5,2026-05,139,84,695,8.27380952
USG_1170080,MBB Day night promotion - 15 days,5,2026-06,105,76,525,6.90789474
USG_1170080,MBB Day night promotion - 15 days,5,2026-07,120,84,600,7.14285714
USG_1170080,MBB Day night promotion - 15 days,5,2026-08,94,71,470,6.61971831
USG_1170090,MBB Day night promotion - 20 days,10,2026-03,7,6,70,11.66666667
USG_1170090,MBB Day night promotion - 20 days,10,2026-04,5,3,50,16.66666667
USG_1170090,MBB Day night promotion - 20 days,10,2026-05,4,2,40,20
USG_1170090,MBB Day night promotion - 20 days,10,2026-06,4,4,40,10
USG_1170090,MBB Day night promotion - 20 days,10,2026-07,2,2,20,10
USG_1170090,MBB Day night promotion - 20 days,10,2026-08,6,6,60,10
USG_1170380,Jawazak GCC 3 days - 7 OR,6,2026-03,0,0,0,0
USG_1170380,Jawazak GCC 3 days - 7 OR,6,2026-04,0,0,0,0
USG_1170380,Jawazak GCC 3 days - 7 OR,6,2026-05,0,0,0,0
USG_1170380,Jawazak GCC 3 days - 7 OR,6,2026-06,0,0,0,0
USG_1170380,Jawazak GCC 3 days - 7 OR,6,2026-07,0,0,0,0
USG_1170380,Jawazak GCC 3 days - 7 OR,6,2026-08,0,0,0,0
USG_1170390,Jawazak GCC 7 days - 10 OR,10,2026-03,0,0,0,0
USG_1170390,Jawazak GCC 7 days - 10 OR,10,2026-04,0,0,0,0
USG_1170390,Jawazak GCC 7 days - 10 OR,10,2026-05,0,0,0,0
USG_1170390,Jawazak GCC 7 days - 10 OR,10,2026-06,0,0,0,0
USG_1170390,Jawazak GCC 7 days - 10 OR,10,2026-07,0,0,0,0
USG_1170390,Jawazak GCC 7 days - 10 OR,10,2026-08,0,0,0,0
USG_1170470,Hayyak Plus 3 RO Weekly,3,2026-03,46,20,138.15,6.9075
USG_1170470,Hayyak Plus 3 RO Weekly,3,2026-04,48,21,144,6.85714286
USG_1170470,Hayyak Plus 3 RO Weekly,3,2026-05,50,20,150,7.5
USG_1170470,Hayyak Plus 3 RO Weekly,3,2026-06,55,24,165,6.875
USG_1170470,Hayyak Plus 3 RO Weekly,3,2026-07,44,22,132,6
USG_1170470,Hayyak Plus 3 RO Weekly,3,2026-08,49,21,147,7
USG_1170500,Hayyak Plus 10,10,2026-03,45,42,450.5,10.72619048
USG_1170500,Hayyak Plus 10,10,2026-04,33,33,330,10
USG_1170500,Hayyak Plus 10,10,2026-05,32,29,320,11.03448276
USG_1170500,Hayyak Plus 10,10,2026-06,32,32,320,10
USG_1170500,Hayyak Plus 10,10,2026-07,31,31,310,10
USG_1170500,Hayyak Plus 10,10,2026-08,28,28,280,10
USG_1170520,Hayyak Data only 1.5 GB 3 RO Monthly,3,2026-03,367,295,699.133,2.36994237
USG_1170520,Hayyak Data only 1.5 GB 3 RO Monthly,3,2026-04,401,337,669.7472,1.98738042
USG_1170520,Hayyak Data only 1.5 GB 3 RO Monthly,3,2026-05,289,260,371.8517,1.43019885
USG_1170520,Hayyak Data only 1.5 GB 3 RO Monthly,3,2026-06,256,230,166.4263,0.72359261
USG_1170520,Hayyak Data only 1.5 GB 3 RO Monthly,3,2026-07,227,207,137.2837,0.66320628
USG_1170520,Hayyak Data only 1.5 GB 3 RO Monthly,3,2026-08,177,166,99.9985,0.6024006
USG_1170530,Hayyak Data only 3 GB 5 RO Monthly,5,2026-03,114,74,520.9519,7.03989054
USG_1170530,Hayyak Data only 3 GB 5 RO Monthly,5,2026-04,96,66,429.9996,6.51514545
USG_1170530,Hayyak Data only 3 GB 5 RO Monthly,5,2026-05,85,57,386.6663,6.7836193
USG_1170530,Hayyak Data only 3 GB 5 RO Monthly,5,2026-06,66,35,291.6664,8.33332571
USG_1170530,Hayyak Data only 3 GB 5 RO Monthly,5,2026-07,72,33,311.1902,9.43000606
USG_1170530,Hayyak Data only 3 GB 5 RO Monthly,5,2026-08,47,29,205.7141,7.09358966
USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10,2026-03,83,78,352.3806,4.5177
USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10,2026-04,71,59,399.9996,6.77965424
USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10,2026-05,59,56,295.2378,5.27210357
USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10,2026-06,48,42,142.857,3.40135714
USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10,2026-07,56,48,142.857,2.9761875
USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10,2026-08,35,33,114.2856,3.4632
USG_1170550,Jawazak In-Flight,5,2026-03,20,18,97.747,5.43038889
USG_1170550,Jawazak In-Flight,5,2026-04,67,66,335.5,5.08333333
USG_1170550,Jawazak In-Flight,5,2026-05,108,94,528.277,5.61996809
USG_1170550,Jawazak In-Flight,5,2026-06,114,108,571.0468,5.28747037
USG_1170550,Jawazak In-Flight,5,2026-07,49,44,242.6108,5.51388182
USG_1170550,Jawazak In-Flight,5,2026-08,13,13,65,5
USG_1170560,IDD India 200 Min 200 MB 30 Days 2 RO pack,2,2026-03,441,352,872.3076,2.47814659
USG_1170560,IDD India 200 Min 200 MB 30 Days 2 RO pack,2,2026-04,403,322,800.3129,2.48544379
USG_1170560,IDD India 200 Min 200 MB 30 Days 2 RO pack,2,2026-05,411,316,816.215,2.58295886
USG_1170560,IDD India 200 Min 200 MB 30 Days 2 RO pack,2,2026-06,318,266,635.9295,2.39071241
USG_1170560,IDD India 200 Min 200 MB 30 Days 2 RO pack,2,2026-07,346,277,692.0937,2.49853321
USG_1170560,IDD India 200 Min 200 MB 30 Days 2 RO pack,2,2026-08,376,332,748,2.25301205
USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2,2026-03,125,114,102.1538,0.89608596
USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2,2026-04,107,97,78.1063,0.80521959
USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2,2026-05,51,36,100,2.77777778
USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2,2026-06,57,41,106,2.58536585
USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2,2026-07,43,37,74.3763,2.01017027
USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2,2026-08,49,45,82,1.82222222
USG_1170580,IDD Bangladesh 100 Min 200 MB 30 Days 2 RO pack,2,2026-03,72,63,74.2613,1.17875079
USG_1170580,IDD Bangladesh 100 Min 200 MB 30 Days 2 RO pack,2,2026-04,50,40,58,1.45
USG_1170580,IDD Bangladesh 100 Min 200 MB 30 Days 2 RO pack,2,2026-05,32,29,54.6989,1.88616897
USG_1170580,IDD Bangladesh 100 Min 200 MB 30 Days 2 RO pack,2,2026-06,20,19,32.4301,1.70684737
USG_1170580,IDD Bangladesh 100 Min 200 MB 30 Days 2 RO pack,2,2026-07,18,17,32,1.88235294
USG_1170580,IDD Bangladesh 100 Min 200 MB 30 Days 2 RO pack,2,2026-08,18,17,34,2
USG_1170590,New Hayyak Monthly 3 RO,3,2026-03,1188,1181,3570.3,3.023116
USG_1170590,New Hayyak Monthly 3 RO,3,2026-04,1097,1055,3291,3.11943128
USG_1170590,New Hayyak Monthly 3 RO,3,2026-05,1098,1048,3294,3.14312977
USG_1170590,New Hayyak Monthly 3 RO,3,2026-06,1007,1005,3021,3.00597015
USG_1170590,New Hayyak Monthly 3 RO,3,2026-07,1008,979,3024,3.08886619
USG_1170590,New Hayyak Monthly 3 RO,3,2026-08,911,910,2733,3.0032967
USG_1170600,New Hayyak 15 RO,15,2026-03,19,19,285,15
USG_1170600,New Hayyak 15 RO,15,2026-04,21,21,315,15
USG_1170600,New Hayyak 15 RO,15,2026-05,19,18,285,15.83333333
USG_1170600,New Hayyak 15 RO,15,2026-06,19,19,285,15
USG_1170600,New Hayyak 15 RO,15,2026-07,14,14,210,15
USG_1170600,New Hayyak 15 RO,15,2026-08,16,16,240,15
USG_1170720,Hayyak Flex 5 OR,5,2026-03,830,819,4157.5,5.07631258
USG_1170720,Hayyak Flex 5 OR,5,2026-04,777,754,3885,5.15251989
USG_1170720,Hayyak Flex 5 OR,5,2026-05,804,769,4020,5.22756827
USG_1170720,Hayyak Flex 5 OR,5,2026-06,740,740,3700,5
USG_1170720,Hayyak Flex 5 OR,5,2026-07,703,683,3515,5.14641288
USG_1170720,Hayyak Flex 5 OR,5,2026-08,695,695,3475,5
USG_1170730,Hayyak 5 OR,5,2026-03,338,335,1691.75,5.05
USG_1170730,Hayyak 5 OR,5,2026-04,311,304,1555,5.11513158
USG_1170730,Hayyak 5 OR,5,2026-05,312,303,1560,5.14851485
USG_1170730,Hayyak 5 OR,5,2026-06,295,295,1475,5
USG_1170730,Hayyak 5 OR,5,2026-07,288,280,1440,5.14285714
USG_1170730,Hayyak 5 OR,5,2026-08,273,272,1365,5.01838235
USG_1170740,Hayyak 7 OR,7,2026-03,42,40,294.7,7.3675
USG_1170740,Hayyak 7 OR,7,2026-04,36,35,252,7.2
USG_1170740,Hayyak 7 OR,7,2026-05,32,30,224,7.46666667
USG_1170740,Hayyak 7 OR,7,2026-06,35,35,245,7
USG_1170740,Hayyak 7 OR,7,2026-07,30,30,210,7
USG_1170740,Hayyak 7 OR,7,2026-08,31,31,217,7
USG_1170750,Hayyak Data only 150 GB 25 RO bundle,25,2026-03,185,157,1979.76,12.60993631
USG_1170750,Hayyak Data only 150 GB 25 RO bundle,25,2026-04,159,143,1880.9505,13.1535
USG_1170750,Hayyak Data only 150 GB 25 RO bundle,25,2026-05,146,128,1547.6175,12.09076172
USG_1170750,Hayyak Data only 150 GB 25 RO bundle,25,2026-06,132,118,1023.8085,8.67634322
USG_1170750,Hayyak Data only 150 GB 25 RO bundle,25,2026-07,158,150,547.6185,3.65079
USG_1170750,Hayyak Data only 150 GB 25 RO bundle,25,2026-08,95,92,547.6185,5.952375
USG_1170780,Hayyak Plus 2,2,2026-03,1290,728,2457.6656,3.37591429
USG_1170780,Hayyak Plus 2,2,2026-04,382,117,723.9192,6.18734359
USG_1170780,Hayyak Plus 2,2,2026-05,310,97,588.6784,6.06884948
USG_1170780,Hayyak Plus 2,2,2026-06,245,74,466.676,6.30643243
USG_1170780,Hayyak Plus 2,2,2026-07,225,68,426.7704,6.27603529
USG_1170780,Hayyak Plus 2,2,2026-08,179,57,340.9592,5.98174035
USG_1170790,Hayyak Plus 4,4,2026-03,7313,6822,27860.5948,4.08393357
USG_1170790,Hayyak Plus 4,4,2026-04,3985,3677,15146.5724,4.11927452
USG_1170790,Hayyak Plus 4,4,2026-05,3232,2872,12287.5426,4.27839227
USG_1170790,Hayyak Plus 4,4,2026-06,2605,2490,9898.0338,3.97511398
USG_1170790,Hayyak Plus 4,4,2026-07,2274,2081,8646.6129,4.15502782
USG_1170790,Hayyak Plus 4,4,2026-08,2414,2414,9174.2287,3.80042614
USG_1170800,Hayyak Plus 5 old,5,2026-03,213,113,1015.9514,8.99072035
USG_1170800,Hayyak Plus 5 old,5,2026-04,59,18,280.9521,15.60845
USG_1170800,Hayyak Plus 5 old,5,2026-05,32,11,152.3808,13.8528
USG_1170800,Hayyak Plus 5 old,5,2026-06,19,6,90.4761,15.07935
USG_1170800,Hayyak Plus 5 old,5,2026-07,15,4,71.4285,17.857125
USG_1170800,Hayyak Plus 5 old,5,2026-08,10,3,47.619,15.873
USG_1170810,Hayyak Plus 6 old,6,2026-03,209,198,1191.2409,6.01636818
USG_1170810,Hayyak Plus 6 old,6,2026-04,197,181,1120.9551,6.1931221
USG_1170810,Hayyak Plus 6 old,6,2026-05,196,177,1114.2884,6.29541469
USG_1170810,Hayyak Plus 6 old,6,2026-06,177,166,1008.5739,6.07574639
USG_1170810,Hayyak Plus 6 old,6,2026-07,166,157,945.7166,6.02367261
USG_1170810,Hayyak Plus 6 old,6,2026-08,175,175,996.1929,5.69253086
USG_1170820,Hayyak Plus 9,9,2026-03,195,180,1664.6617,9.24812056
USG_1170820,Hayyak Plus 9,9,2026-04,173,159,1460.948,9.1883522
USG_1170820,Hayyak Plus 9,9,2026-05,190,164,1616.1854,9.85478902
USG_1170820,Hayyak Plus 9,9,2026-06,152,147,1290.4722,8.77872245
USG_1170820,Hayyak Plus 9,9,2026-07,157,145,1331.4245,9.18223793
USG_1170820,Hayyak Plus 9,9,2026-08,150,150,1273.3294,8.48886267
USG_1170830,Hayyak Plus 12,12,2026-03,789,709,8953.7358,12.62868237
USG_1170830,Hayyak Plus 12,12,2026-04,571,518,6457.159,12.46555792
USG_1170830,Hayyak Plus 12,12,2026-05,507,443,5714.3,12.89909707
USG_1170830,Hayyak Plus 12,12,2026-06,427,403,4811.4406,11.93905856
USG_1170830,Hayyak Plus 12,12,2026-07,363,340,4068.5816,11.96641647
USG_1170830,Hayyak Plus 12,12,2026-08,319,319,3600.009,11.28529467
USG_1170840,Hayyak Plus 18,18,2026-03,95,86,1631.1468,18.96682326
USG_1170840,Hayyak Plus 18,18,2026-04,81,73,1388.5749,19.02157397
USG_1170840,Hayyak Plus 18,18,2026-05,78,70,1337.1462,19.10208857
USG_1170840,Hayyak Plus 18,18,2026-06,61,58,1045.7169,18.02960172
USG_1170840,Hayyak Plus 18,18,2026-07,61,60,1045.7169,17.428615
USG_1170840,Hayyak Plus 18,18,2026-08,59,59,1011.4311,17.1429
USG_1170860,Hayyak Long Validity - 12 weeks,15,2026-03,3053,2920,40020.5289,13.70566058
USG_1170860,Hayyak Long Validity - 12 weeks,15,2026-04,3146,2913,39671.5882,13.61880817
USG_1170860,Hayyak Long Validity - 12 weeks,15,2026-05,2790,2612,34807.6235,13.32604269
USG_1170860,Hayyak Long Validity - 12 weeks,15,2026-06,2548,2459,31652.6941,12.87218142
USG_1170860,Hayyak Long Validity - 12 weeks,15,2026-07,2629,2488,31882.6725,12.81457898
USG_1170860,Hayyak Long Validity - 12 weeks,15,2026-08,2287,2247,28007.1666,12.4642486
USG_1170870,Tourist-5,5,2026-03,738,676,549.5233,0.81290429
USG_1170870,Tourist-5,5,2026-04,627,569,476.19,0.83688928
USG_1170870,Tourist-5,5,2026-05,885,840,257.1426,0.30612214
USG_1170870,Tourist-5,5,2026-06,675,632,185.7141,0.29385142
USG_1170870,Tourist-5,5,2026-07,1997,1874,233.3331,0.12451073
USG_1170870,Tourist-5,5,2026-08,2649,2533,561.9042,0.22183348
USG_1170880,Tourist-10,10,2026-03,367,355,228.5712,0.64386254
USG_1170880,Tourist-10,10,2026-04,345,323,266.6664,0.82559257
USG_1170880,Tourist-10,10,2026-05,378,362,142.857,0.3946326
USG_1170880,Tourist-10,10,2026-06,269,261,95.238,0.36489655
USG_1170880,Tourist-10,10,2026-07,1205,1135,190.476,0.16782026
USG_1170880,Tourist-10,10,2026-08,1795,1761,304.7616,0.17306167
USG_1170890,Tourist-Unlimited,20,2026-03,201,193,266.6664,1.38169119
USG_1170890,Tourist-Unlimited,20,2026-04,191,181,285.714,1.57853039
USG_1170890,Tourist-Unlimited,20,2026-05,170,165,133.3332,0.80808
USG_1170890,Tourist-Unlimited,20,2026-06,169,163,57.1428,0.35056933
USG_1170890,Tourist-Unlimited,20,2026-07,2160,2065,304.7616,0.14758431
USG_1170890,Tourist-Unlimited,20,2026-08,2876,2839,438.0948,0.15431307
USG_1170910,Jawazak World 7Days - 2 GB - 15 OMR,15,2026-03,0,0,0,0
USG_1170910,Jawazak World 7Days - 2 GB - 15 OMR,15,2026-04,0,0,0,0
USG_1170910,Jawazak World 7Days - 2 GB - 15 OMR,15,2026-05,0,0,0,0
USG_1170910,Jawazak World 7Days - 2 GB - 15 OMR,15,2026-06,0,0,0,0
USG_1170910,Jawazak World 7Days - 2 GB - 15 OMR,15,2026-07,0,0,0,0
USG_1170910,Jawazak World 7Days - 2 GB - 15 OMR,15,2026-08,0,0,0,0
USG_1170920,Jawazak World 30Days - 4 GB - 24 OMR,24,2026-03,0,0,0,0
USG_1170920,Jawazak World 30Days - 4 GB - 24 OMR,24,2026-04,0,0,0,0
USG_1170920,Jawazak World 30Days - 4 GB - 24 OMR,24,2026-05,0,0,0,0
USG_1170920,Jawazak World 30Days - 4 GB - 24 OMR,24,2026-06,0,0,0,0
